,Date,global_id,AdmArea,District,Longitude_WGS84,Latitude_WGS84,Location,Results,geoData,Rank
735,08.08.2019,1011819969,Северный административный округ,Головинский район,37.530184,55.854219,"Лихоборская набережная, дом 9",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.530184, 55.854219]}",0
736,10.08.2019,1011819971,Центральный административный округ,Таганский район,37.651915,55.735114,"Краснохолмская набережная, дом 13, строение 1",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.651915, 55.735114]}",0
737,12.08.2019,1011819973,Центральный административный округ,район Хамовники,37.566117,55.724870,"улица Кооперативная, дом 2, корпус 13",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.566117, 55.72487]}",0
738,12.08.2019,1011819974,Северный административный округ,район Восточное Дегунино,37.560925,55.882404,"улица Дубнинская, дом 32, корпус 6",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.560925, 55.882404]}",0
739,12.08.2019,1011819975,Восточный административный округ,район Косино-Ухтомский,37.902931,55.721255,"Лухмановская улица, дом 24",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.902931, 55.721255]}",0
740,13.08.2019,1011819976,Центральный административный округ,Тверской район,37.598869,55.776472,"улица Чаянова, дом 18А",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.598869, 55.776472]}",0
741,13.08.2019,1011819978,Центральный административный округ,Басманный район,37.710943,55.774335,"улица Госпитальный Вал, дом 5, строение 1",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.710943, 55.774335]}",0
742,19.08.2019,1011819980,Юго-Восточный административный округ,район Некрасовка,37.915094,55.705884,"Рождественская улица, дом 21, корпус 4",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.915094, 55.705884]}",0
743,19.08.2019,1011819982,Северо-Западный административный округ,район Хорошёво-Мнёвники,37.492850,55.769813,"улица Мнёвники, дом 7, корпус 6",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.49285, 55.769813]}",0
744,19.08.2019,1011819984,Северный административный округ,Хорошёвский район,37.513628,55.772441,"1-я Магистральная улица, дом 22, корпус 2",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.513628, 55.772441]}",0
745,19.08.2019,1011819986,Северо-Западный административный округ,район Строгино,37.385142,55.785913,"проспект Маршала Жукова, дом 81",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.385142, 55.785913]}",0
746,20.08.2019,1011819987,Центральный административный округ,Басманный район,37.658446,55.768542,"Новая Басманная улица, дом 14, строение 3",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.658446, 55.768542]}",0
747,20.08.2019,1011819988,Зеленоградский административный округ,район Силино,37.160671,56.002289,"город Зеленоград, улица Алабушевская, дом 19",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.160671, 56.002289]}",0
748,24.08.2019,1011819989,Южный административный округ,район Чертаново Северное,37.592114,55.630268,"Сумской проезд, дом 21, корпус 1",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.592114, 55.630268]}",0
749,25.08.2019,1011819990,Южный административный округ,район Нагатинский Затон,37.680014,55.687705,"Нагатинская набережная, дом 48/2",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.680014, 55.687705]}",0
750,24.08.2019,1011819991,Южный административный округ,район Нагатинский Затон,37.693228,55.676996,"Коломенская улица, дом 21, корпус 1",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.693228, 55.676996]}",0
751,05.07.2019,1006691879,Юго-Западный административный округ,Академический район,37.585449,55.683133,"Дмитрия Ульянова улица, дом 36",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.585449, 55.683133]}",0
752,05.07.2019,1006691880,Юго-Западный административный округ,район Южное Бутово,37.562434,55.542492,"Изюмская улица, дом 61, корпус 1",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.562434, 55.542492]}",0
753,06.07.2019,1006691881,Юго-Западный административный округ,район Южное Бутово,37.545527,55.544494,"Южнобутовская улица, дом 1",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.545527, 55.544494]}",0
754,06.07.2019,1006691882,Юго-Западный административный округ,район Южное Бутово,37.586365,55.501794,"Брусилова улица, дом 21",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.586365, 55.501794]}",0
755,06.07.2019,1006691883,Юго-Западный административный округ,район Южное Бутово,37.530813,55.525053,"Щибровская улица, дом 38",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.530813, 55.525053]}",0
756,07.07.2019,1006691884,Южный административный округ,район Царицыно,37.646768,55.615421,"Бехтерева улица, дом 51",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.646768, 55.615421]}",0
757,22.08.2019,1011819993,Восточный административный округ,район Измайлово,37.787111,55.792265,"Первомайская улица, дом 42",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.787111, 55.792265]}",0
758,26.08.2019,1011819996,Восточный административный округ,район Восточное Измайлово,37.814627,55.798672,"13-я Парковая улица, дом 16, корпус 4",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.814627, 55.798672]}",0
759,26.08.2019,1011819997,Восточный административный округ,район Измайлово,37.794630,55.793394,"Первомайская улица, дом 61/8",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.79463, 55.793394]}",0
760,26.08.2019,1011819998,Восточный административный округ,район Северное Измайлово,37.785432,55.808751,"5-я Парковая улица, дом 57, корпус 2",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.785432, 55.808751]}",0
761,10.07.2019,1006691885,Южный административный округ,район Нагатино-Садовники,37.657332,55.676590,"Нагатинская улица, дом 28, корпус 2",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.657332, 55.67659]}",0
762,10.07.2019,1006691886,Юго-Западный административный округ,Обручевский район,37.497450,55.644150,"Островитянова улица, дом 9, корпус 1",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.49745, 55.64415]}",0
763,10.07.2019,1006691887,Южный административный округ,Даниловский район,37.656631,55.689461,"Автозаводская улица, дом 23, строение 931, корпус 1",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.656631, 55.689461]}",0
764,10.07.2019,1006691888,Южный административный округ,район Царицыно,37.676987,55.627925,"Ереванская улица, дом 26, корпус 1",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.676987, 55.627925]}",0
765,10.07.2019,1006691889,Южный административный округ,район Чертаново Северное,37.615461,55.638003,"Сумской проезд, дом 2, корпус 3",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.615461, 55.638003]}",0
766,10.07.2019,1006691890,Южный административный округ,район Чертаново Южное,37.591943,55.597149,"Академика Янгеля улица, дом 6",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.591943, 55.597149]}",0
767,10.07.2019,1006691891,Юго-Западный административный округ,Академический район,37.571921,55.692713,"Черемушкинский проезд, 5Ас2",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.571921, 55.692713]}",0
768,10.07.2019,1006691892,Южный административный округ,район Чертаново Южное,37.605867,55.593604,"Россошанская улица, дом 2, корпус 5",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.605867, 55.593604]}",0
769,10.07.2019,1006691893,Южный административный округ,район Чертаново Южное,37.612641,55.589274,"Газопровод улица, дом 15",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.612641, 55.589274]}",0
770,10.07.2019,1006691894,Южный административный округ,район Бирюлёво Восточное,37.670429,55.581383,"Бирюлевская улица, дом 58, корпус 1",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.670429, 55.581383]}",0
771,10.07.2019,1006691895,Южный административный округ,район Чертаново Северное,37.592339,55.626167,"Сумской проезд, дом 31, корпус 1",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.592339, 55.626167]}",0
772,13.07.2019,1006691896,Южный административный округ,район Зябликово,37.748232,55.630111,"Мусы Джалиля улица, дом 5, корпус 5",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.748232, 55.630111]}",0
773,14.07.2019,1006691897,Южный административный округ,район Чертаново Южное,37.625797,55.600552,"Дорожная улица, дом 7, корпус 3",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.625797, 55.600552]}",0
774,12.08.2019,1011819999,Юго-Восточный административный округ,район Капотня,37.789411,55.641915,"1-й квартал Капотни, дом 4",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.789411, 55.641915]}",0
775,14.07.2019,1006691898,Южный административный округ,район Братеево,37.774878,55.641734,"Борисовские Пруды улица, дом 48, корпус 2",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.774878, 55.641734]}",0
776,14.07.2019,1006691899,Южный административный округ,район Зябликово,37.736994,55.616437,"Ореховый бульвар, дом 37, корпус 3",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.736994, 55.616437]}",0
777,12.08.2019,1011820000,Юго-Восточный административный округ,район Люблино,37.799068,55.657773,"улица Верхние Поля, дом 53, корпус 2",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.799068, 55.657773]}",0
778,14.07.2019,1006691900,Южный административный округ,район Орехово-Борисово Южное,37.737794,55.603822,"Ясеневая улица, дом 28",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.737794, 55.603822]}",0
779,14.08.2019,1011820001,Юго-Восточный административный округ,район Люблино,37.791055,55.672839,"улица Маршала Кожедуба, дом 14",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.791055, 55.672839]}",0
780,19.08.2019,1011820002,Юго-Восточный административный округ,район Некрасовка,37.916864,55.699426,"проспект Защитников Москвы, дом 5",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.916864, 55.699426]}",0
781,09.07.2019,1006691901,Западный административный округ,район Внуково,37.255291,55.611689,"Интернациональная улица, дом 2, корпус 1",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.255291, 55.611689]}",0
782,09.07.2019,1006691902,Новомосковский административный округ,поселение Марушкинское,37.228799,55.589926,"посёлок Кирпичного завода, дом 15",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.228799, 55.589926]}",0
783,09.07.2019,1006691903,Троицкий административный округ,поселение Михайлово-Ярцевское,37.204796,55.409917,"деревня Дешино, дом 14",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.204796, 55.409917]}",0
784,13.07.2019,1006691904,Новомосковский административный округ,поселение Сосенское,37.468802,55.534566,"деревня Столбово, улица Суходолье, дом 13, корпус 3",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.468802, 55.534566]}",0
785,13.07.2019,1006691905,Троицкий административный округ,поселение Троицк,37.302202,55.451162,"город Троицк, Сосновая улица, дом 1",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.302202, 55.451162]}",0
786,13.07.2019,1006691906,Троицкий административный округ,поселение Михайлово-Ярцевское,37.200529,55.385919,"посёлок Армейский, дом 33",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.200529, 55.385919]}",0
787,26.07.2019,1006691907,Новомосковский административный округ,поселение Десеновское,37.367607,55.514034,"Кедровая улица, дом 8",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.367607, 55.514034]}",0
788,01.07.2019,1006691908,Северо-Восточный административный округ,район Южное Медведково,37.629430,55.878329,"улица Молодцова, дом 23, корпус 1",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.62943, 55.878329]}",0
789,05.07.2019,1006691909,Северо-Восточный административный округ,район Северное Медведково,37.640497,55.881904,"Полярная улица, дом 28",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.640497, 55.881904]}",0
790,05.07.2019,1006691910,Северо-Восточный административный округ,район Северное Медведково,37.641539,55.882469,"Полярная улица, дом 30, корпус 3",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.641539, 55.882469]}",0
791,08.07.2019,1006691911,Северо-Восточный административный округ,район Марьина Роща,37.617159,55.805300,"Шереметьевская улица, дом 24",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.617159, 55.8053]}",0
792,11.07.2019,1006691912,Северо-Восточный административный округ,район Северное Медведково,37.678523,55.887640,"улица Широкая, дом 31",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.678523, 55.88764]}",0
793,11.07.2019,1006691913,Северо-Восточный административный округ,Ярославский район,37.718624,55.880844,"улица Холмогорская, дом 2, корпус 1",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.718624, 55.880844]}",0
794,18.07.2019,1006691914,Северо-Восточный административный округ,район Ростокино,37.662874,55.828683,"Кадомцева проезд, дом 11, корпус 1",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.662874, 55.828683]}",0
795,19.07.2019,1006691915,Северо-Восточный административный округ,район Северное Медведково,37.664950,55.888796,"Широкая улица, дом 13, корпус 2",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.66495, 55.888796]}",0
796,21.07.2019,1006691916,Северо-Восточный административный округ,Бабушкинский район,37.669261,55.858422,"улица Верхоянская, дом 6",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.669261, 55.858422]}",0
797,21.07.2019,1006691917,Северо-Восточный административный округ,район Лианозово,37.584308,55.891653,"Алтуфьевское шоссе, дом 85А",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.584308, 55.891653]}",0
798,22.07.2019,1006691918,Северо-Восточный административный округ,район Отрадное,37.587569,55.873440,"Алтуфьевское шоссе, дом 42",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.587569, 55.87344]}",0
799,22.07.2019,1006691919,Северо-Восточный административный округ,район Лианозово,37.568524,55.891083,"Илимская улица, дом 1",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.568524, 55.891083]}",0
800,23.07.2019,1006691920,Северо-Восточный административный округ,район Отрадное,37.587569,55.873440,"Алтуфьевское шоссе, дом 42",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.587569, 55.87344]}",0
801,22.07.2019,1006691921,Северо-Восточный административный округ,Бутырский район,37.577912,55.824420,"Яблочкова улица, дом 31Г",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.577912, 55.82442]}",0
802,02.08.2019,1011820003,Северо-Восточный административный округ,район Бибирево,37.603810,55.886413,"улица Пришвина, дом 19",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.60381, 55.886413]}",0
803,02.08.2019,1011820004,Северо-Восточный административный округ,Лосиноостровский район,37.689734,55.868516,"Анадырский проезд, дом 35",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.689734, 55.868516]}",0
804,14.08.2019,1011820005,Северо-Восточный административный округ,район Отрадное,37.610098,55.858382,"Якушкина проезд, дом 2",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.610098, 55.858382]}",0
805,14.08.2019,1011820006,Северо-Восточный административный округ,район Отрадное,37.599202,55.872173,"Римского-Корсакова улица, дом 10",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.599202, 55.872173]}",0
806,15.08.2019,1011820007,Северо-Восточный административный округ,район Южное Медведково,37.629430,55.878329,"улица Молодцова, дом 23, корпус 1",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.62943, 55.878329]}",0
807,15.08.2019,1011820008,Северо-Восточный административный округ,Ярославский район,37.697576,55.859382,"Вешних вод улица, дом 6, корпус 1",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.697576, 55.859382]}",0
808,15.08.2019,1011820009,Северо-Восточный административный округ,район Ростокино,37.658050,55.834472,"проспект Мира, дом 188Б",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.65805, 55.834472]}",0
809,16.08.2019,1011820010,Северо-Восточный административный округ,Лосиноостровский район,37.681209,55.873238,"Изумрудная улица, дом 13, корпус 2",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.681209, 55.873238]}",0
810,16.08.2019,1011820011,Северо-Восточный административный округ,район Северное Медведково,37.664950,55.888796,"Широкая улица, дом 13, корпус 2",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.66495, 55.888796]}",0
811,16.08.2019,1011820012,Северо-Восточный административный округ,район Северное Медведково,37.654610,55.886579,"Заревый проезд, дом 15, корпус 2",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.65461, 55.886579]}",0
812,16.08.2019,1011820013,Северо-Восточный административный округ,район Северный,37.548860,55.913616,"Челобитьевское шоссе, дом 12, корпус 2",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.54886, 55.913616]}",0
813,05.07.2019,1006691923,Юго-Западный административный округ,Ломоносовский район,37.518183,55.682747,"Вернадского проспект, дом 25",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.518183, 55.682747]}",0
814,17.07.2019,1006691924,Юго-Западный административный округ,район Южное Бутово,37.514077,55.527581,"Чечерский проезд, дом 120",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.514077, 55.527581]}",0
815,27.07.2019,1006691925,Южный административный округ,район Братеево,37.774481,55.641493,"Борисовские пруды улица, дом 48, корпус 2",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.774481, 55.641493]}",0
816,29.08.2019,1011820014,Южный административный округ,Донской район,37.606011,55.714901,"Шаболовка улица, дом 46, корпус 3",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.606011, 55.714901]}",0
817,04.08.2019,1011820015,Южный административный округ,район Москворечье-Сабурово,37.650765,55.645517,"Москворечье улица, дом 2, корпус 1",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.650765, 55.645517]}",0
818,05.08.2019,1011820016,Южный административный округ,район Москворечье-Сабурово,37.693947,55.637906,"Каширское шоссе, дом 55, корпус 1",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.693947, 55.637906]}",0
819,01.09.2019,1019524933,Южный административный округ,район Чертаново Центральное,37.591881,55.618130,"Чертановская улица, дом 32, корпус 1",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.591881, 55.61813]}",0
820,01.09.2019,1019524934,Южный административный округ,район Чертаново Северное,37.613737,55.623295,"Варшавское шоссе, дом 128, корпус 1",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.613737, 55.623295]}",0
