,Date,global_id,AdmArea,District,Longitude_WGS84,Latitude_WGS84,Location,Results,geoData,Rank
0,11.01.2016,272626552,Восточный административный округ,район Восточный,37.797262,56.007634,"посёлок Акулово, дом 7",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.797261999821, 56.007634000087]}",0
1,11.01.2016,272626555,Восточный административный округ,район Новогиреево,37.801156,55.743139,"Перовская улица, дом 66, корпус 1",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.801155999846, 55.743138999795]}",0
2,13.01.2016,272626556,Зеленоградский административный округ,район Старое Крюково,37.213224,55.978150,"г. Зеленоград, Георгиевский проспект, дом 7",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.213224000395, 55.978149999771]}",0
3,13.01.2016,272626557,Зеленоградский административный округ,район Силино,37.168481,55.992985,"город Зеленоград, корпус 1131",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.168481000184, 55.992984999902]}",0
4,13.01.2016,272626558,Зеленоградский административный округ,район Савёлки,37.255253,55.991013,"город Зеленоград, корпус 526",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.255252999689, 55.991012999755]}",0
5,21.01.2016,272626579,Восточный административный округ,район Новогиреево,37.801156,55.743139,"Перовская улица, дом 66, корпус 1",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.801155999846, 55.743138999795]}",0
6,01.02.2016,272627159,Восточный административный округ,район Новогиреево,37.788674,55.743127,"Кусковская улица, дом 37/60",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.788673999703, 55.743126999853]}",0
7,04.02.2016,272627169,Юго-Восточный административный округ,район Выхино-Жулебино,37.857000,55.677854,"Привольная улица, дом 77",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.857000000351, 55.677853999866]}",0
8,28.01.2016,272626606,Новомосковский административный округ,поселение Московский,37.315334,55.616954,деревня Лапшинка,Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.315334000351, 55.61695399988]}",0
9,25.02.2016,272627266,Юго-Восточный административный округ,район Кузьминки,37.783590,55.702226,"Волгоградский проспект, дом 130, корпус 1",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.783589999624, 55.702225999956]}",0
10,15.03.2016,272399488,Восточный административный округ,район Новокосино,37.860481,55.731131,"Салтыковская улица, дом 3/17",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.860480999924, 55.731131000135]}",0
11,02.03.2016,272399489,Восточный административный округ,район Вешняки,37.830725,55.743566,"Кетчерская улица, дом 12",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.830724999637, 55.743565999848]}",0
12,03.03.2016,272399490,Восточный административный округ,район Соколиная Гора,37.735548,55.789547,"Борисовская улица, дом 21",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.735548000313, 55.78954699985]}",0
13,03.03.2016,272399491,Восточный административный округ,район Измайлово,37.799032,55.789978,"9-я Парковая улица, дом 5",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.799031999832, 55.78997800008]}",0
14,15.03.2016,272399492,Восточный административный округ,район Гольяново,37.823017,55.816885,"Байкальская улица, дом 48, корпус 1",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.823016999952, 55.816884999777]}",0
15,14.03.2016,272399497,Южный административный округ,район Зябликово,37.735728,55.621333,"улица Шипиловская, дом 48, корпус 1",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.735728000238, 55.62133299996]}",0
16,14.03.2016,272399498,Южный административный округ,район Орехово-Борисово Северное,37.718471,55.627397,"Борисовский проезд, дом 9, корпус 3",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.718470999813, 55.627397000253]}",0
17,17.03.2016,272399500,Южный административный округ,район Орехово-Борисово Южное,37.721391,55.595196,"Каширское шоссе, дом 146, корпус 2",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.721390999695, 55.595196000081]}",0
18,17.03.2016,272399501,Юго-Западный административный округ,район Ясенево,37.508571,55.600888,"улица Одоевского, дом 3, корпус 6",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.50857099997, 55.600888000006]}",0
19,17.03.2016,272399502,Юго-Западный административный округ,район Зюзино,37.599390,55.662999,"Одесская улица, дом 5",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.599389999661, 55.662999000186]}",0
20,18.03.2016,272399504,Южный административный округ,район Царицыно,37.670851,55.623900,"Каспийская улица , дом 30, корпус 2",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.670851000276, 55.623900000112]}",0
21,18.03.2016,272399505,Южный административный округ,район Царицыно,37.647163,55.622466,"улица Бехтерева, дом 31, корпус 3",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.647163000257, 55.622465999961]}",0
22,18.03.2016,272399506,Южный административный округ,район Бирюлёво Восточное,37.654107,55.599524,"Касимовская улица, дом 7, корпус 1",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.654106999861, 55.599523999956]}",0
23,18.03.2016,272399507,Южный административный округ,район Бирюлёво Западное,37.641971,55.585652,"Востряковский проезд, дом 3, корпус 1",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.641971000223, 55.585651999747]}",0
24,18.03.2016,272399508,Южный административный округ,район Чертаново Южное,37.624858,55.601666,"Дорожная улица, дом 7, корпус 3",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.624857999737, 55.601666000025]}",0
25,25.03.2016,272399537,Юго-Восточный административный округ,район Марьино,37.752975,55.658129,"Мячковский бульвар, дом 3",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.75297499972, 55.658128999826]}",0
26,25.03.2016,272399542,Юго-Восточный административный округ,район Текстильщики,37.740076,55.714987,"Саратовская улица, дом 16",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.740075999825, 55.714987000065]}",0
27,30.03.2016,272399554,Южный административный округ,район Нагатино-Садовники,37.644881,55.679585,"Нагатинская улица, дом 19",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.644881000059, 55.679584999913]}",0
28,30.03.2016,272399556,Юго-Западный административный округ,район Черёмушки,37.561688,55.666086,"Новочеремушкинская улица, дом 60",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.561688000038, 55.666086000084]}",0
29,30.03.2016,272399557,Юго-Западный административный округ,район Черёмушки,37.556056,55.651831,"улица Обручева, дом 39",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.556055999787, 55.651830999887]}",0
30,06.04.2016,272437698,Южный административный округ,район Нагатинский Затон,37.693723,55.689517,"Судостроительная улица, дом 59",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.693723000335, 55.689517000215]}",0
31,07.04.2016,272437699,Южный административный округ,район Нагатино-Садовники,37.659605,55.674484,"проспект Андропова, дом 38, корпус 2",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.659605000217, 55.674483999967]}",0
32,07.04.2016,272437700,Южный административный округ,район Бирюлёво Западное,37.646085,55.595781,"Харьковский проезд, дом 1, корпус 3",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.646085000357, 55.595781000173]}",0
33,08.04.2016,272437704,Южный административный округ,район Орехово-Борисово Северное,37.705410,55.621928,"улица Маршала Захарова, дом 7",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.705410000435, 55.621928000007]}",0
34,04.05.2016,272438116,Южный административный округ,район Зябликово,37.742860,55.617027,"улица Мусы Джалиля, дом 38, корпус 1",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.742860000163, 55.617027000159]}",0
35,31.05.2016,272438128,Юго-Восточный административный округ,Нижегородский район,37.723861,55.732813,"улица Верхняя Хохловка, дом 43",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.723861000214, 55.732813000083]}",0
36,31.05.2016,272438130,Юго-Восточный административный округ,район Печатники,37.705886,55.659531,"Батюнинская улица, дом 14",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.705885999737, 55.659530999779]}",0
37,23.06.2016,272620389,Южный административный округ,Даниловский район,37.652175,55.726969,"Кожевнический Вражек улица, дом 3",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.652175000366, 55.726968999753]}",0
38,23.06.2016,272620390,Юго-Западный административный округ,район Котловка,37.610566,55.682879,"Нагорная улица, дом 2, корпус 2",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.610566000298, 55.682878999759]}",0
39,23.06.2016,272620392,Южный административный округ,район Чертаново Северное,37.607942,55.624098,"Кировоградская улица, дом 12",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.607941999794, 55.624097999907]}",0
40,23.06.2016,272620394,Южный административный округ,район Москворечье-Сабурово,37.720861,55.635762,"Борисовские пруды улица, дом 17, корпус 1",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.720860999965, 55.635761999898]}",0
41,24.06.2016,272620395,Южный административный округ,район Зябликово,37.754224,55.615288,"Ореховый бульвар, дом 57",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.754224000223, 55.61528800018]}",0
42,24.06.2016,272620396,Южный административный округ,район Орехово-Борисово Южное,37.756623,55.608439,"Гурьевский проезд, дом 29, корпус 1",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.756622999698, 55.608438999767]}",0
43,24.06.2016,272620397,Южный административный округ,район Орехово-Борисово Южное,37.716782,55.607855,"Каширское шоссе, дом 112, корпус 1",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.716781999992, 55.607854999769]}",0
44,24.06.2016,272620398,Южный административный округ,район Чертаново Южное,37.607179,55.59749,"улица Россошанская, дом 1, корпус 1",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.607179000436, 55.597490000064]}",0
45,28.06.2016,272620400,Южный административный округ,район Нагатинский Затон,37.666270,55.673138,"проспект Андропова, дом 37, корпус 2",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.666270000162, 55.673138000222]}",0
46,28.06.2016,272620401,Южный административный округ,район Нагатинский Затон,37.676933,55.686579,"Нагатинская набережная, дом 46",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.67693299989, 55.686579000231]}",0
47,28.06.2016,272620402,Юго-Западный административный округ,район Южное Бутово,37.594800,55.499222,"деревня Захарьино, улица Гагарина, дом 18",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.594800000225, 55.499221999975]}",0
48,06.09.2016,276446027,Северо-Западный административный округ,район Хорошёво-Мнёвники,37.485403,55.769965,"Карамышевская набережная, дом 2",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.485402999635, 55.769964999985]}",0
49,01.11.2016,282190411,Южный административный округ,район Чертаново Южное,37.584514,55.602617,"Чертановская улица, дом 58, корпус 2",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.584514000066, 55.602617000211]}",0
50,01.11.2016,282190412,Южный административный округ,район Братеево,37.774463,55.643434,"Борисовские Пруды улица, дом 48, корпус 1",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.774462999557, 55.643434000099]}",0
51,14.11.2016,282190413,Южный административный округ,Донской район,37.609114,55.690242,"Севастопольский проспект, дом 9, корпус 3",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.609114000304, 55.690242000005]}",0
52,15.11.2016,282190414,Юго-Западный административный округ,район Котловка,37.610566,55.682879,"Нагорная улица, дом 2, корпус 2",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.610566000298, 55.682878999759]}",0
53,23.11.2016,282190415,Южный административный округ,Даниловский район,37.658491,55.700329,"улица Лобанова, дом 8",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.658491000332, 55.700328999944]}",0
54,23.11.2016,282190416,Южный административный округ,район Царицыно,37.660772,55.618181,"Бакинская улица, дом 29",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.660771999806, 55.618180999833]}",0
55,23.11.2016,282190417,Южный административный округ,район Царицыно,37.650981,55.637535,"Кантемировская улица, дом 53, корпус 1",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.650981000115, 55.637534999899]}",0
56,23.11.2016,282190418,Южный административный округ,район Нагатино-Садовники,37.630472,55.669518,"Каширское шоссе, дом 7, корпус 3",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.630472000444, 55.669517999978]}",0
57,29.11.2016,282190419,Южный административный округ,район Орехово-Борисово Северное,37.717366,55.622832,"улица Генерала Белова, дом 7, корпус 1",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.717366000148, 55.622832000153]}",0
58,29.11.2016,282190420,Южный административный округ,район Орехово-Борисово Южное,37.742905,55.600318,"Гурьевский проезд, дом 9, корпус 1",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.742905000369, 55.600318000028]}",0
59,10.01.2019,911923791,Юго-Западный административный округ,район Южное Бутово,37.515524,55.527219,"Чечерский проезд, дом 118",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.515524, 55.527219]}",0
60,14.01.2019,911923792,Юго-Восточный административный округ,район Некрасовка,37.915094,55.705884,"Рождественская улица, дом 21, корпус 4",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.915094, 55.705884]}",0
61,14.01.2019,911923793,Восточный административный округ,район Косино-Ухтомский,37.862148,55.715875,"улица Чёрное Озеро, дом 9",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.862148, 55.715875]}",0
62,15.01.2019,911923794,Юго-Восточный административный округ,район Лефортово,37.717303,55.765706,"Юрьевский переулок, дом 16, корпус 1",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.717303, 55.765706]}",0
63,15.01.2019,911923795,Восточный административный округ,район Богородское,37.707296,55.805943,"Краснобогатырская улица, дом 77",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.707296, 55.805943]}",0
64,16.01.2019,911923796,Восточный административный округ,район Вешняки,37.822694,55.718314,"Вешняковская улица, дом 41, корпус 1",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.822694, 55.718314]}",0
65,16.01.2019,911923797,Юго-Восточный административный округ,район Выхино-Жулебино,37.847703,55.684757,"Жулебинский бульвар, дом 36, корпус 1",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.847703, 55.684757]}",0
66,16.01.2019,911923798,Юго-Восточный административный округ,Рязанский район,37.785459,55.721665,"улица Михайлова, дом 49, корпус 1",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.785459, 55.721665]}",0
67,14.01.2019,911923799,Южный административный округ,район Нагатино-Садовники,37.658859,55.677037,"Нагатинская улица, дом 32",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.658859, 55.677037]}",0
68,14.01.2019,911923800,Южный административный округ,район Нагатино-Садовники,37.646408,55.679423,"Нагатинская улица, дом 21, корп. 1",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.646408, 55.679423]}",0
69,23.01.2019,911923802,Восточный административный округ,район Измайлово,37.803892,55.802487,"Сиреневый бульвар, дом 32",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.803892, 55.802487]}",0
70,24.01.2019,911923803,Восточный административный округ,район Новогиреево,37.799275,55.742549,"Перовская улица, дом 66, корпус 1",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.799275, 55.742549]}",0
71,08.01.2019,911923805,Северный административный округ,район Западное Дегунино,37.486535,55.883292,"улица Маршала Федоренко, дом 16/2, корпус 1",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.486535, 55.883292]}",0
72,08.01.2019,911923806,Северный административный округ,Тимирязевский район,37.578496,55.810744,"Дмитровское шоссе, дом 1, корпус 1",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.578496, 55.810744]}",0
73,08.01.2019,911923808,Центральный административный округ,Басманный район,37.674310,55.774269,"улица Нижняя Красносельская, дом 39, строение 1",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.67431, 55.774269]}",0
74,16.01.2019,911923809,Центральный административный округ,Тверской район,37.599193,55.780654,"улица Новослободская, дом 19, строение 1",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.599193, 55.780654]}",0
75,16.01.2019,911923811,Центральный административный округ,район Хамовники,37.600711,55.746243,"Гоголевский бульвар, дом 8",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.600711, 55.746243]}",0
76,16.01.2019,911923812,Центральный административный округ,район Замоскворечье,37.637075,55.734162,"улица Бахрушина, дом 21, строение 3",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.637075, 55.734162]}",0
77,18.01.2019,911923814,Центральный административный округ,Басманный район,37.651385,55.761284,"улица Покровка, дом 38, строение 1",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.651385, 55.761284]}",0
78,18.01.2019,911923815,Северный административный округ,Хорошёвский район,37.510853,55.784390,"улица Зорге, дом 14, корпус 2",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.510853, 55.78439]}",0
79,18.01.2019,911923817,Северный административный округ,район Беговой,37.578020,55.777322,"улица Нижняя, дом 4",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.57802, 55.777322]}",0
80,24.01.2019,911923818,Восточный административный округ,район Косино-Ухтомский,37.893382,55.712239,"Святоозёрская улица, дом 26",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.893382, 55.712239]}",0
81,24.01.2019,911923820,Юго-Восточный административный округ,район Некрасовка,37.924194,55.707253,"Рождественская улица, дом 27, корпус 1",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.924194, 55.707253]}",0
82,24.01.2019,911923821,Восточный административный округ,район Новокосино,37.862300,55.742017,"Новокосинская улица, дом 27",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.8623, 55.742017]}",0
83,27.01.2019,911923823,Восточный административный округ,район Косино-Ухтомский,37.864519,55.712553,"Оренбургская улица, дом 17",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.864519, 55.712553]}",0
84,27.01.2019,911923826,Юго-Восточный административный округ,Южнопортовый район,37.677238,55.725245,"улица Мельникова, дом 3, корпус 6",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.677238, 55.725245]}",0
85,27.01.2019,911923827,Юго-Восточный административный округ,район Печатники,37.721984,55.680285,"Шоссейная улица, дом 46, корпус 1",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.721984, 55.680285]}",0
