"Latitude";"Longitude";"Distance"
56.007633999999996;37.797261999999996;5141.766472730849
55.992985;37.168481;5592.220499355665
55.61695400000001;37.315334;3203.782658827196
55.789978000000005;37.799032000000004;3698.631756052355
55.816885;37.823017;3018.826508363381
55.62133299999999;37.735728;3547.2171509063246
55.595195999999994;37.721391;5797.091085342422
55.658129;37.752975;4002.8348877123203
55.65183100000001;37.556056;3039.799480515225
55.689517;37.693723;3810.2055026377498
55.617027;37.74286;4201.869150278432
55.615288;37.754224;6877.863748747927
55.608439000000004;37.756623;6107.7751811541
55.60785500000001;37.716782;4361.20929885165
55.60031800000001;37.742905;5337.639490187818
55.718314;37.822694;3127.7875850113005
55.680285;37.721984;3009.1562452863377
55.804349;37.826655;3682.613140934216
55.793814000000005;37.819505;5428.2990447419315
55.816101;37.829036;3403.2039381470527
55.458873;37.510546999999995;3552.7171696317423
55.963828;37.204653;3549.995563261694
55.619523;37.216304;3205.6465448137487
55.655446999999995;37.487829;4393.051889202369
55.492028000000005;37.259827;3338.1168746825897
55.45116899999999;37.302226;3021.5746237839294
55.44755;37.321766;3536.787615248054
55.700821999999995;37.500909;3746.598219146529
55.597606999999996;37.34179;6958.578983112926
55.409779;37.464383000000005;9774.702372371405
55.356095999999994;37.228792999999996;5027.5753878969645
55.608383999999994;37.726448;4495.024315261716
55.632987;37.769558;3082.572840452803
55.68891800000001;37.533328000000004;4822.461790029036
55.780912;37.829871000000004;3925.035379936929
55.540735999999995;37.396403;3990.7857387885465
55.537612;37.153206;10813.552804984356
55.634496;37.32659;3332.904056811482
55.938324;37.366403000000005;5942.985370617189
55.788757999999994;37.778389000000004;3009.8398105278243
55.793814000000005;37.819505;5428.2990447419315
55.632987;37.769558;3082.572840452803
55.886625;37.68959;3256.3434864542673
55.888266;37.676834;3174.900791715249
55.598802;37.555597999999996;3363.481959902258
55.775969999999994;37.832279;3368.4327570368628
55.610112;37.742456;4800.063331004785
55.636793000000004;37.745142;3358.2964875624048
55.605332;37.359423;5479.456549483126
55.431489;37.27261;5589.081036827748
55.652999;37.471740000000004;3932.6978169201893
55.569143999999994;37.130944;9660.168276554266
55.390693999999996;37.226348;4319.725555166704
55.644459999999995;37.538817;3974.115796156981
55.885812;37.699346000000006;3401.667242436685
55.81642900000001;37.524049;4120.590472162819
55.819504;37.871615999999996;8535.219034356396
55.631966000000006;37.768175;3219.60433416372
55.637179;37.752922;3731.065897306096
55.69347;37.736536;3343.432986635402
55.774831000000006;37.827383000000005;3267.2163216215595
55.624876;37.75152;4008.6135284349302
55.61841;37.756578000000005;4765.227232911987
55.66523299999999;37.761725;3065.8715320464344
55.71331899999999;37.80956;3196.5540577143142
55.612553000000005;37.313457;3028.518684423783
55.615365000000004;37.314696000000005;3134.7853204418193
55.42756;36.867335;9176.766201786375
55.886625;37.68959;3256.3434864542673
55.977968999999995;37.149532;6552.836679280149
55.99725;37.179419;5111.052033233106
56.009341000000006;37.206243;4528.994330649579
55.970040000000004;37.202802;3388.0521679440712
55.431387;37.185258000000005;8711.462082220296
55.696335999999995;37.513296000000004;4382.080991963014
55.588399;37.118217;9585.768220994676
55.38479399999999;37.457267;7351.586957104575
55.431489;37.27261;5589.081036827748
55.633790000000005;37.758491;3626.0084547051074
55.56533;37.478881;3222.258818126058
55.593051;37.328452;4461.676837784083
55.60031800000001;37.742905;5337.639490187818
55.663136;37.780814;3121.0501118721477
55.669284999999995;37.744864;3212.544012194364
55.99725;37.179419;5111.052033233106
55.821906999999996;37.82679;3233.2572837865464
55.795666000000004;37.821077;5616.245898310025
55.67958;37.726233;3054.930625753532
55.589152;37.116294;9680.44137806993
55.65749399999999;37.492913;4711.343964624192
55.459215;37.51057;3550.8374905432147
55.612553000000005;37.313457;3028.518684423783
55.563825;37.268896000000005;5293.76014182098
55.590585;37.372925;3355.2222713209585
55.618166;37.752759999999995;4541.155885455021
55.68465;37.723053;3483.9147147817475
55.645872999999995;37.755778;5231.292353783061
55.819306999999995;37.87344;8546.25564204775
55.607066;37.753236;5972.376400898872
55.989064;37.148212;6726.59915718188
55.795666000000004;37.821077;5616.245898310025
55.949511;37.346066;5656.555882992465
55.949511;37.346066;5656.555882992465
55.655446999999995;37.487829;4393.051889202369
55.417863;37.152425;9717.064724041029
55.56533;37.478881;3222.258818126058
55.655559;37.521704;4888.670464129879
55.609772;37.735368;4598.40425717237
55.618166;37.752759999999995;4541.155885455021
55.631966000000006;37.768175;3219.60433416372
55.609542000000005;37.746059;6304.5035328218455
55.661013;37.760369;3537.0277082322573
55.684349;37.695515;3250.3533026690266
55.935738;37.558849;4733.8104355273545
55.85961999999999;37.701134;3515.3309409027747
55.773681999999994;37.820457;3227.5655530515473
55.82575;37.823125;3058.240399455019
55.949511;37.346066;5656.555882992465
55.694002000000005;37.721885;3489.0180878471037
55.555792000000004;37.226526;6644.543000118039
55.45111899999999;37.302271000000005;3026.8354727158976
55.590109;37.378881;3014.4799755844115
55.420352;37.411777;9228.614902201538
55.529114;37.4682;3775.9647294673255
55.792326;37.796077000000004;3385.7486233592904
55.660856;37.763701;3493.0425850269285
55.664922999999995;37.757278;3202.7275864036505
55.653792;37.754098;4424.946417111574
55.649164;37.765085;4743.8970433973955
55.949511;37.346066;5656.555882992465
55.819306999999995;37.87344;8546.25564204775
55.70480799999999;37.529232;3378.8764143358676
55.816662;37.51246;3812.7483469556873
55.80776899999999;37.524103000000004;3058.4785378640718
55.632056999999996;37.754115999999996;4127.047953322165
55.635614000000004;37.764204;3214.168900886311
55.621074;37.744684;3950.6412763683143
55.60759;37.743354;6121.6342116391215
55.61823199999999;37.712201;3172.043264917862
55.61823199999999;37.712201;3172.043264917862
55.618689;37.745034000000004;4155.092214395526
56.002289000000005;37.160671;6403.613101267689
55.792265;37.787110999999996;3217.247744609692
55.798671999999996;37.814627;3455.068340830148
55.79339399999999;37.79463;3241.454332171357
55.64415;37.49745;3714.560886611564
55.630111;37.748232;3519.635891931795
55.616437;37.736994;4026.863788601055
55.603821999999994;37.737794;5795.148140020321
55.589926;37.228799;3308.6699154511716
55.40991700000001;37.204796;6357.148108759217
55.534566000000005;37.468802000000004;3920.128152835355
55.451162;37.302202;3022.4961574004737
55.385918999999994;37.200528999999996;5867.8445081858545
55.514033999999995;37.367607;5522.745651722145
55.887640000000005;37.678523;3218.160215516616
55.888796;37.66495;3062.8856604520756
55.888796;37.66495;3062.8856604520756
55.682747;37.518183;5921.218337583605
55.690470999999995;37.730868;3721.1572859744538
55.696335999999995;37.513296000000004;4382.080991963014
55.59251999999999;37.212253000000004;3936.667856214083
55.773635999999996;37.825990000000004;3148.4325803533707
55.773635999999996;37.825990000000004;3148.4325803533707
55.77836;37.837740000000004;3639.1699286129196
55.566155;37.478333;3297.5001756644633
55.622039;37.309208;3002.016826671293
55.615365000000004;37.314696000000005;3134.7853204418193
55.324591000000005;37.359343;7686.391499813997
55.638647999999996;37.503890999999996;3027.834555781769
55.703185;37.491548;3469.9247592780557
55.673778000000006;37.496695;3568.376519451941
55.885968000000005;37.684765999999996;3342.895964979972
55.893046;37.660305;3509.1123864448755
55.949511;37.346066;5656.555882992465
55.8398;37.460969;3464.9819073364188
55.658891000000004;37.519521000000005;5244.061203204429
55.514254;37.368056;5559.9733249338815
55.638647999999996;37.503890999999996;3027.834555781769
55.622039;37.309208;3002.016826671293
55.64984499999999;37.270634;4289.308945265095
55.702627;37.495536;3526.4295334015874
55.43222900000001;37.179563;9052.28675158225
55.617139;37.720178000000004;3444.894020529705
55.618379000000004;37.739034000000004;3932.82072087868
55.630030000000005;37.744136;3303.8932060507177
55.657320999999996;37.518282;5064.173819155624
55.792933;37.797738;3365.9056733957336
55.790169999999996;37.791522;3514.5909074727974
55.793116000000005;37.816944;4005.1886816554793
55.652871999999995;37.524013000000004;4611.923581591938
55.686213;37.738071999999995;4142.080136829355
55.633658;37.753928;4007.879425726659
55.600893000000006;37.724077;5230.752889499674
55.792372;37.816989;5299.92022887909
55.82485;37.530427;3210.6045541294925
55.933544;37.554807000000004;4398.713016186099
55.670062;37.743759000000004;3194.1703016152624
55.66523299999999;37.761725;3065.8715320464344
55.439471999999995;37.377426;6192.633928397269
55.616361;37.721418;3554.5190199384638
55.566162;37.478346;3297.1839426674564
55.624586;37.749652000000005;3933.1751473649647
55.666228000000004;37.506756;6054.572393506502
55.575862;37.58482;4321.892078140042
55.514626;37.369;5631.009317449576
55.456393000000006;37.509236;3650.2813624396235
55.602011;37.341448;6475.626435679398
55.590357999999995;37.211489;4109.331317501483
55.64589300000001;37.477022;3194.052434870297
55.760064;37.451177;3270.140716518303
55.696387;37.494827;4219.960224861775
55.665969;37.51432;6014.759218003767
55.540725;37.396542;3988.9614303124035
56.002289000000005;37.160671;6403.613101267689
55.619513;37.756066;4700.798774176008
55.60031800000001;37.742905;5337.639490187818
55.797143999999996;37.819756;3804.4064004069473
55.682747;37.518183;5921.218337583605
